
	BEGIN	END	AVG_CL	AVG_NO3	AVG_SO4	AVG_NA	AVG_NSSSO4	AVG_MSA	AVG_ASH	AVG_DUST	AVG_NH4	AVG_CA	AVG_MG	AVG_K	_NA	_AL	_BE7	_PB210
	2-10-1999	2-17-1999	11.236	0.102	1.978	6.596	0.318	#N/A	-0.085	-0.111	0.020	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	2-17-1999	2-24-1999	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	2-24-1999	3-3-1999	5.428	0.100	1.227	3.116	0.442	#N/A	-0.026	-0.034	-0.006	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	3-3-1999	3-10-1999	4.618	0.155	1.128	2.755	0.435	#N/A	0.129	0.168	-0.002	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	3-10-1999	3-18-1999	10.911	0.138	2.004	6.198	0.444	#N/A	0.278	0.361	0.006	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	3-18-1999	3-24-1999	5.490	0.114	1.219	3.171	0.421	#N/A	0.019	0.024	-0.004	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	3-24-1999	3-31-1999	6.048	0.103	1.123	3.455	0.253	#N/A	0.076	0.099	-0.003	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	3-31-1999	4-7-1999	7.161	0.071	1.586	4.109	0.552	#N/A	0.081	0.106	-0.007	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	4-7-1999	4-14-1999	5.403	0.116	1.146	3.100	0.366	#N/A	0.064	0.083	-0.006	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	4-14-1999	4-21-1999	4.361	0.076	1.220	2.652	0.553	#N/A	0.064	0.083	-0.008	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	4-21-1999	4-28-1999	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	4-28-1999	5-5-1999	2.269	0.074	0.745	1.414	0.389	#N/A	0.001	0.001	-0.003	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	5-5-1999	5-12-1999	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	5-12-1999	5-19-1999	6.950	0.070	1.197	3.898	0.216	#N/A	0.041	0.054	-0.007	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	5-19-1999	5-26-1999	9.221	0.033	1.779	5.134	0.487	#N/A	0.116	0.151	-0.007	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	5-26-1999	6-3-1999	7.413	0.073	1.202	4.108	0.167	#N/A	0.024	0.032	-0.010	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	6-3-1999	6-10-1999	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	6-10-1999	6-16-1999	4.398	0.090	1.203	2.625	0.542	#N/A	0.022	0.028	-0.006	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	6-16-1999	6-23-1999	4.107	0.100	0.969	2.473	0.346	#N/A	0.119	0.154	0.006	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	6-23-1999	6-30-1999	6.587	0.148	1.185	3.777	0.234	#N/A	-0.017	-0.022	-0.008	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	6-30-1999	7-9-1999	5.991	0.084	1.379	3.456	0.510	#N/A	-0.003	-0.005	-0.005	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	7-9-1999	7-16-1999	4.429	0.082	1.137	2.682	0.462	#N/A	-0.070	-0.091	-0.008	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	7-16-1999	7-21-1999	7.334	0.092	1.364	4.233	0.298	#N/A	0.072	0.093	-0.008	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	7-21-1999	7-28-1999	4.445	0.133	1.189	2.667	0.518	#N/A	0.042	0.054	-0.005	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	7-28-1999	8-4-1999	5.249	0.064	1.036	2.953	0.292	#N/A	0.089	0.116	-0.007	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	8-4-1999	8-12-1999	6.849	0.109	1.404	3.944	0.411	#N/A	0.122	0.158	-0.006	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	8-12-1999	8-18-1999	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	8-18-1999	8-25-1999	10.775	0.254	2.201	5.758	0.751	#N/A	0.098	0.127	-0.010	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	8-25-1999	9-1-1999	6.433	0.138	1.347	3.660	0.426	#N/A	0.060	0.077	-0.006	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	9-1-1999	9-8-1999	10.201	0.084	1.865	5.593	0.457	#N/A	-0.030	-0.039	-0.009	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	9-8-1999	9-15-1999	9.089	0.067	1.438	5.019	0.175	#N/A	-0.049	-0.063	-0.007	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	9-15-1999	9-22-1999	5.875	0.134	0.999	3.400	0.143	#N/A	-0.070	-0.091	-0.005	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	9-22-1999	9-30-1999	9.747	0.181	1.905	5.453	0.533	#N/A	-0.150	-0.195	-0.007	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	9-30-1999	10-15-1999	8.936	0.124	2.131	5.319	0.792	#N/A	-0.059	-0.077	-0.003	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	10-15-1999	10-21-1999	7.101	0.148	1.641	4.189	0.587	#N/A	0.117	0.153	-0.001	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	10-21-1999	10-27-1999	11.033	0.101	1.943	6.302	0.357	#N/A	0.063	0.082	-0.007	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	10-27-1999	11-3-1999	9.971	0.126	1.811	5.552	0.414	#N/A	0.028	0.036	-0.002	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	11-3-1999	11-10-1999	7.149	0.193	1.389	4.253	0.318	#N/A	0.034	0.044	-0.004	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	11-10-1999	11-18-1999	4.290	0.397	0.973	2.678	0.299	#N/A	0.195	0.254	-0.005	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	11-18-1999	11-25-1999	4.788	0.131	1.214	2.851	0.496	#N/A	0.198	0.257	-0.001	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	11-25-1999	12-2-1999	6.246	0.134	1.395	3.557	0.500	#N/A	0.379	0.492	0.002	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	12-2-1999	12-8-1999	6.668	0.270	1.729	3.975	0.729	#N/A	0.489	0.636	0.004	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	12-8-1999	12-15-1999	4.469	0.133	1.308	2.657	0.640	#N/A	0.204	0.265	-0.004	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	12-15-1999	12-22-1999	6.500	0.146	1.573	3.828	0.610	#N/A	-0.012	-0.016	-0.004	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	12-22-1999	12-29-1999	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	12-29-1999	1-6-2000	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
